entity,author,author-revs,total-revs
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/MutableInteger.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/Triple.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/graph/GraphDefiner.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/graph/GraphTopologicalSort.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/graph/TopologicalSort.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/graph/Vertex.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/query/Parameters.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/query/QueryBuilder.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/tools/query/UpdateBuilder.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{tools/ArraysTools.java => internal/tools/ArgumentsTools.java},Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/tool/EnversSchemaGenerator.java,Strong Liu,1,2
hibernate-envers/src/main/java/org/hibernate/tool/EnversSchemaGenerator.java,Lukasz Antoniak,1,2
hibernate-envers/src/main/java/org/hibernate/tool/ant/EnversHibernateToolTask.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/java/org/hibernate/{tool => envers/tools/hbm2ddl}/EnversSchemaGenerator.java,Lukasz Antoniak,1,1
hibernate-envers/src/main/resources/META-INF/services/org.hibernate.integrator.spi.Integrator,Lukasz Antoniak,1,1
hibernate-envers/src/main/resources/META-INF/services/org.hibernate.metamodel.spi.TypeContributor,Brett Meyer,1,1
hibernate-envers/src/main/resources/OSGI-INF/blueprint/blueprint.xml,Brett Meyer,2,2
hibernate-envers/src/matrix/java/ee/estonia/entities/Child.java,Strong Liu,1,2
hibernate-envers/src/matrix/java/ee/estonia/entities/Child.java,Lukasz Antoniak,1,2
hibernate-envers/src/matrix/java/ee/estonia/entities/Parent.java,Strong Liu,1,2
hibernate-envers/src/matrix/java/ee/estonia/entities/Parent.java,Lukasz Antoniak,1,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/AbstractEntityTest.java,Lukasz Antoniak,5,7
hibernate-envers/src/matrix/java/org/hibernate/envers/test/AbstractEntityTest.java,Strong Liu,2,7
hibernate-envers/src/matrix/java/org/hibernate/envers/test/AbstractOneSessionTest.java,Lukasz Antoniak,5,5
hibernate-envers/src/matrix/java/org/hibernate/envers/test/AbstractSessionTest.java,Lukasz Antoniak,5,7
hibernate-envers/src/matrix/java/org/hibernate/envers/test/AbstractSessionTest.java,Strong Liu,2,7
hibernate-envers/src/matrix/java/org/hibernate/envers/test/BaseEnversFunctionalTestCase.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/BaseEnversJPAFunctionalTestCase.java,Steve Ebersole,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/BaseEnversJPAFunctionalTestCase.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/EnversRunner.java,Lukasz Antoniak,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/EnversRunner.java,Strong Liu,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/EnversTestingJtaBootstrap.java,Steve Ebersole,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/IntNoAutoIdTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/IntTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/IntTestPrivSeqEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/PrimitiveTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/StrIntTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/StrTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/StrTestPrivSeqEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/UnversionedStrTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/collection/StringMapEntity.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/ComponentTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/DefaultValueComponentTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/relations/ManyToOneComponent.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/relations/ManyToOneComponentTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/relations/NotAuditedManyToOneComponent.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/relations/NotAuditedManyToOneComponentTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/components/relations/OneToManyComponentTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/customtype/ParametrizedCustomTypeEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/EmbIdTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/EmbIdWithCustomTypeTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/ManyToOneIdNotAuditedTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/ManyToOneNotAuditedEmbId.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/MulIdTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/ListOwnedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/ListOwningEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/MapOwnedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/MapOwningEntity.java,Lukasz Antoniak,1,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/MapOwningEntity.java,Strong Liu,1,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/SetOwnedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/SetOwningEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/unidirectional/M2MIndexedListTargetNotAuditedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/unidirectional/M2MTargetNotAuditedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/manytomany/unidirectional/MapUniEntity.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/DoubleListJoinColumnBidirectionalRefEdEntity1.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/DoubleListJoinColumnBidirectionalRefEdEntity2.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/DoubleListJoinColumnBidirectionalRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/IndexedListJoinColumnBidirectionalRefEdEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/IndexedListJoinColumnBidirectionalRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalInheritanceRefEdChildEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalInheritanceRefEdParentEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalInheritanceRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalRefEdEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/SetJoinColumnRefCollEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ids/SetRefCollEntityEmbId.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/ids/SetRefCollEntityMulId.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/inheritance/ChildIndexedListJoinColumnBidirectionalRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/inheritance/ParentIndexedListJoinColumnBidirectionalRefIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/onetomany/detached/inheritance/ParentOwnedIndexedListJoinColumnBidirectionalRefEdEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/AbstractOracleRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/CustomDataRevEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/CustomDateRevEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/CustomPropertyAccessRevEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/CustomRevEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/CustomRevEntityColumnMapping.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/OracleRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/AbstractOracleTrackingModifiedEntitiesRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/AnnotatedTrackingRevisionEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/CustomTrackingRevisionEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/ExtendedRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/OracleExtendedRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/OracleExtendedRevisionListener.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/OracleTrackingModifiedEntitiesRevisionEntity.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/accesstype/FieldAccessType.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/accesstype/FieldAccessType.java,Strong Liu,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/accesstype/ImmutableClassAccessType.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/accesstype/MixedAccessType.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/accesstype/PropertyAccessType.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/auditReader/AuditReaderAPITest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ColumnScalePrecisionTest.java,Lukasz Antoniak,3,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ColumnScalePrecisionTest.java,Strong Liu,1,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/Delete.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/EmptyStringTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/GlobalVersioned.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ManyOperationsInTransaction.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/NoneAudited.java,Lukasz Antoniak,3,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/NoneAudited.java,Strong Liu,1,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/NotVersioned.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/NullProperties.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ScalePrecisionEntity.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ScalePrecisionEntity.java,Strong Liu,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/Simple.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/SingleOperationInTransaction.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/UnversionedPropertiesChange.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/UnversionedProperty.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/cache/OneToManyCache.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/cache/OneToOneCache.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/cache/QueryCache.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/EnumSet.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/StringList.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/StringMap.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/StringSet.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/mapkey/ComponentMapKey.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/mapkey/ComponentMapKeyEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/mapkey/IdMapKey.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/mapkey/IdMapKeyEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/collection/norevision/AbstractCollectionChangeTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/Components.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/DefaultValueComponents.java,Lukasz Antoniak,3,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/DefaultValueComponents.java,Strong Liu,1,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/PropertiesGroupTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/collections/CollectionOfComponents.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/relations/ManyToOneInComponent.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/relations/NotAuditedManyToOneInComponent.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/components/relations/OneToManyInComponent.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/customtype/CompositeCustom.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/customtype/ParametrizedCustom.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/DateTestEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/Dates.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/Enums.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/LobSerializables.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/LobSerializables.java,Strong Liu,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/Lobs.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/Lobs.java,Strong Liu,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/data/Serializables.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/entityNames/auditedEntity/ReadEntityWhitEntityNameTest.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/entityNames/manyToManyAudited/Car.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/entityNames/manyToManyAudited/ReadEntityWithAuditedManyToManyTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/AbstractFlushTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/DoubleFlushModDel.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/DoubleFlushModMod.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/ManualFlush.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/ManualFlushAutoCommitDisabled.java,Lukasz Antoniak,2,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/flush/ManualFlushAutoCommitDisabled.java,Strong Liu,1,3
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/hashcode/ChangingHashcode.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/ids/CompositeDateId.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/ids/CompositeIds.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/ids/DateId.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/ids/ManyToOneIdNotAudited.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/ChildAuditing.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/ChildEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/ChildNullAuditing.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/ParentAuditing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/childrelation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/childrelation/ChildReferencing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/emptychild/EmptyChildAuditing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/notownedrelation/NotOwnedBidirectional.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/primarykeyjoin/ChildPrimaryKeyJoinAuditing.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/primarykeyjoin/ChildPrimaryKeyJoinEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/ParentReferencingChildTest.java,Lukasz Antoniak,1,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/ParentReferencingChildTest.java,Strong Liu,1,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/Person.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/PolymorphicCollection.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/RightsSubject.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/Role.java,Strong Liu,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/unidirectional/AbstractContainedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/unidirectional/AbstractSetEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/unidirectional/ContainedEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/joined/relation/unidirectional/UnidirectionalDoubleAbstract.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/mixed/MixedInheritanceStrategiesEntityTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/ChildAuditing.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/ChildEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/ParentAuditing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/childrelation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/childrelation/ChildReferencing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/discriminatorformula/DiscriminatorFormulaTest.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/discriminatorformula/ParentEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/notownedrelation/NotOwnedBidirectional.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/relation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/single/relation/PolymorphicCollection.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/ChildAuditing.java,Lukasz Antoniak,2,2
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/ChildEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/ParentAuditing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/childrelation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/childrelation/ChildReferencing.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/notownedrelation/NotOwnedBidirectional.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/relation/ChildIngEntity.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/inheritance/tableperclass/relation/PolymorphicCollection.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/components/InterfacesComponents.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/allAudited/AbstractAllAuditedTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/allAudited/joined/JoinedAllAuditedTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/allAudited/subclass/SubclassAllAuditedTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/allAudited/union/UnionAllAuditedTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/propertiesAudited/AbstractPropertiesAuditedTest.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/hbm/propertiesAudited2/AbstractPropertiesAudited2Test.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/interfaces/relation/InterfacesRelation.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/jta/JtaExceptionListener.java,Steve Ebersole,2,6
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/jta/JtaExceptionListener.java,Lukasz Antoniak,3,6
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/jta/JtaExceptionListener.java,Strong Liu,1,6
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/jta/JtaTransaction.java,Steve Ebersole,2,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/jta/JtaTransaction.java,Lukasz Antoniak,2,4
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/manytomany/BasicList.java,Lukasz Antoniak,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/manytomany/BasicMap.java,Lukasz Antoniak,1,1
